pref,pref_ja,fiscal_year,month,count,as_of,source_url,source_title,format,comparable,method_note
niigata,新潟,2026,7,147,2026-09-05,https://services6.arcgis.com/SKz58fvdFlaEB35q/arcgis/rest/services/survey123_08d14b98657b47309b868f49602375c8_results/FeatureServer/0/query,にいがたクマ出没マップ (ArcGIS FeatureServer behind the 新潟県 ツキノワグマ出没情報 page); FY2025 check: suii_496555.pdf,"ArcGIS FeatureServer (JSON, queried 2026-09-05)",true,"Records tagged 目撃 / 痕跡 / 人身 summed together (FY2026 to date 554+78+2=634). Day-by-day re-aggregation of FY2025 reproduces the prefecture PDF's R7 row and the MoE FY2025 row exactly (27,151,214,246,180,435,...,3528). MoE's own FY2026 June cell (213) is two records behind the live feed (215)."
niigata,新潟,2026,8,43,2026-09-05,https://services6.arcgis.com/SKz58fvdFlaEB35q/arcgis/rest/services/survey123_08d14b98657b47309b868f49602375c8_results/FeatureServer/0/query,にいがたクマ出没マップ (ArcGIS FeatureServer behind the 新潟県 ツキノワグマ出没情報 page); FY2025 check: suii_496555.pdf,"ArcGIS FeatureServer (JSON, queried 2026-09-05)",true,"Records tagged 目撃 / 痕跡 / 人身 summed together (FY2026 to date 554+78+2=634). Day-by-day re-aggregation of FY2025 reproduces the prefecture PDF's R7 row and the MoE FY2025 row exactly (27,151,214,246,180,435,...,3528). MoE's own FY2026 June cell (213) is two records behind the live feed (215)."
niigata,新潟,2026,9,3,2026-09-05,https://services6.arcgis.com/SKz58fvdFlaEB35q/arcgis/rest/services/survey123_08d14b98657b47309b868f49602375c8_results/FeatureServer/0/query,にいがたクマ出没マップ (ArcGIS FeatureServer behind the 新潟県 ツキノワグマ出没情報 page); FY2025 check: suii_496555.pdf,"ArcGIS FeatureServer (JSON, queried 2026-09-05)",true,"Records tagged 目撃 / 痕跡 / 人身 summed together (FY2026 to date 554+78+2=634). Day-by-day re-aggregation of FY2025 reproduces the prefecture PDF's R7 row and the MoE FY2025 row exactly (27,151,214,246,180,435,...,3528). MoE's own FY2026 June cell (213) is two records behind the live feed (215)."
niigata,新潟,2026,10,,2026-09-05,https://services6.arcgis.com/SKz58fvdFlaEB35q/arcgis/rest/services/survey123_08d14b98657b47309b868f49602375c8_results/FeatureServer/0/query,にいがたクマ出没マップ (ArcGIS FeatureServer behind the 新潟県 ツキノワグマ出没情報 page); FY2025 check: suii_496555.pdf,"ArcGIS FeatureServer (JSON, queried 2026-09-05)",true,"Records tagged 目撃 / 痕跡 / 人身 summed together (FY2026 to date 554+78+2=634). Day-by-day re-aggregation of FY2025 reproduces the prefecture PDF's R7 row and the MoE FY2025 row exactly (27,151,214,246,180,435,...,3528). MoE's own FY2026 June cell (213) is two records behind the live feed (215)."
niigata,新潟,2026,11,,2026-09-05,https://services6.arcgis.com/SKz58fvdFlaEB35q/arcgis/rest/services/survey123_08d14b98657b47309b868f49602375c8_results/FeatureServer/0/query,にいがたクマ出没マップ (ArcGIS FeatureServer behind the 新潟県 ツキノワグマ出没情報 page); FY2025 check: suii_496555.pdf,"ArcGIS FeatureServer (JSON, queried 2026-09-05)",true,"Records tagged 目撃 / 痕跡 / 人身 summed together (FY2026 to date 554+78+2=634). Day-by-day re-aggregation of FY2025 reproduces the prefecture PDF's R7 row and the MoE FY2025 row exactly (27,151,214,246,180,435,...,3528). MoE's own FY2026 June cell (213) is two records behind the live feed (215)."
niigata,新潟,2026,12,,2026-09-05,https://services6.arcgis.com/SKz58fvdFlaEB35q/arcgis/rest/services/survey123_08d14b98657b47309b868f49602375c8_results/FeatureServer/0/query,にいがたクマ出没マップ (ArcGIS FeatureServer behind the 新潟県 ツキノワグマ出没情報 page); FY2025 check: suii_496555.pdf,"ArcGIS FeatureServer (JSON, queried 2026-09-05)",true,"Records tagged 目撃 / 痕跡 / 人身 summed together (FY2026 to date 554+78+2=634). Day-by-day re-aggregation of FY2025 reproduces the prefecture PDF's R7 row and the MoE FY2025 row exactly (27,151,214,246,180,435,...,3528). MoE's own FY2026 June cell (213) is two records behind the live feed (215)."
niigata,新潟,2026,1,,2026-09-05,https://services6.arcgis.com/SKz58fvdFlaEB35q/arcgis/rest/services/survey123_08d14b98657b47309b868f49602375c8_results/FeatureServer/0/query,にいがたクマ出没マップ (ArcGIS FeatureServer behind the 新潟県 ツキノワグマ出没情報 page); FY2025 check: suii_496555.pdf,"ArcGIS FeatureServer (JSON, queried 2026-09-05)",true,"Records tagged 目撃 / 痕跡 / 人身 summed together (FY2026 to date 554+78+2=634). Day-by-day re-aggregation of FY2025 reproduces the prefecture PDF's R7 row and the MoE FY2025 row exactly (27,151,214,246,180,435,...,3528). MoE's own FY2026 June cell (213) is two records behind the live feed (215)."
niigata,新潟,2026,2,,2026-09-05,https://services6.arcgis.com/SKz58fvdFlaEB35q/arcgis/rest/services/survey123_08d14b98657b47309b868f49602375c8_results/FeatureServer/0/query,にいがたクマ出没マップ (ArcGIS FeatureServer behind the 新潟県 ツキノワグマ出没情報 page); FY2025 check: suii_496555.pdf,"ArcGIS FeatureServer (JSON, queried 2026-09-05)",true,"Records tagged 目撃 / 痕跡 / 人身 summed together (FY2026 to date 554+78+2=634). Day-by-day re-aggregation of FY2025 reproduces the prefecture PDF's R7 row and the MoE FY2025 row exactly (27,151,214,246,180,435,...,3528). MoE's own FY2026 June cell (213) is two records behind the live feed (215)."
niigata,新潟,2026,3,,2026-09-05,https://services6.arcgis.com/SKz58fvdFlaEB35q/arcgis/rest/services/survey123_08d14b98657b47309b868f49602375c8_results/FeatureServer/0/query,にいがたクマ出没マップ (ArcGIS FeatureServer behind the 新潟県 ツキノワグマ出没情報 page); FY2025 check: suii_496555.pdf,"ArcGIS FeatureServer (JSON, queried 2026-09-05)",true,"Records tagged 目撃 / 痕跡 / 人身 summed together (FY2026 to date 554+78+2=634). Day-by-day re-aggregation of FY2025 reproduces the prefecture PDF's R7 row and the MoE FY2025 row exactly (27,151,214,246,180,435,...,3528). MoE's own FY2026 June cell (213) is two records behind the live feed (215)."
gunma,群馬,2026,4,29,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,5,113,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,6,215,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,7,171,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,8,,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,9,,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,10,,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,11,,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,12,,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,1,,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,2,,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
gunma,群馬,2026,3,,2026-08-19,https://www.pref.gunma.jp/page/7141.html,クマの目撃・出没情報、人身被害情報（群馬県）,HTML table,true,"県内のクマの目撃・出没件数 in human living areas, 令和8年度 row; 人身被害 tracked in a separate table. FY2025 row (20,52,103,109,109,117,519,289,57,13,5,5 = 1,398) equals the MoE FY2025 row. MoE's FY2026 June cell (231) differs from the prefecture page's 215; the prefecture page is used here."
nagano,長野,2026,4,30,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,5,119,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,6,345,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,7,203,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,8,81,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,9,4,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,10,,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,11,,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,12,,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,1,,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,2,,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
nagano,長野,2026,3,,2026-09-04,https://www.pref.nagano.lg.jp/yasei/documents/903kuma.pdf,長野県のツキノワグマ目撃及び人身被害の状況（令和８年９月４日現在）,PDF,true,"人の生活圏でのツキノワグマの目撃件数の推移（速報値）: sightings in human living areas only, forest-interior sightings and 人身被害 excluded; forestry-department tally. FY2025 row equals the MoE FY2025 row (25,59,226,200,183,176,219,174,42,9,4,7)."
gifu,岐阜,2026,4,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,5,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,6,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,7,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,8,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,9,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,10,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,11,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,12,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,1,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,2,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
gifu,岐阜,2026,3,,2026-08-16,https://www.pref.gifu.lg.jp/page/4964.html,岐阜県に生息するクマ（ツキノワグマ）について（自然環境課）,cumulative only (one sentence on the page),false,"No monthly table. Page states 令和8年度の岐阜県内でのクマ目撃件数は、525件です（令和8年8月16日時点）: FY2026 cumulative 525 sightings (目撃 only, narrower than MoE's 出没 series) from 2026-04-01 to 2026-08-16. No FY2025 figure on the page, so comparability with MoE could not be checked."
toyama,富山,2026,4,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,5,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,6,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,7,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,8,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,9,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,10,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,11,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,12,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,1,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,2,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
toyama,富山,2026,3,,2026-07-30,https://www.pref.toyama.jp/documents/37375/kuma_keiho4.pdf,令和8年度 富山県ツキノワグマ出没警報（第4報）,"PDF bulletin, cumulative only",true,"No monthly table; the bulletin gives a running FY total only: 222 出没 (目撃・痕跡) from April to 2026-07-30 (147 to 2026-06-26 in the 第3報). Its comparison figures match the MoE FY2025 row (昨年7月末 161 = 10+25+58+68), so the series is the same as MoE's, but no month value can be filled."
fukui,福井,2026,4,27,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,5,125,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
